FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Gray Var,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Red Var,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,FFT Green Var,FFT Blue Avg,FFT Blue Median,FFT Blue SD,FFT Blue Max,FFT Blue Min,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Gray Var,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Red Var,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Wavelet Green Var,Wavelet Blue Avg,Wavelet Blue Median,Wavelet Blue SD,Wavelet Blue Max,Wavelet Blue Min
73.00,923.90,41546.13,12678352.00,-2.21,-2.21,6339174.90,663000000000000000000.00,22.00,844.99,39240.17,11321310.00,-4.06,-4.06,5660652.97,454000000000000000000.00,83.00,-1029.91,41577.05,12691665.00,-3.57,-3.57,6345830.71,670000000000000000000.00,NaN,NaN,NaN,NaN,NaN,36217.36,32340.79,36255.39,3.24,2.58,0.56,8.00,0.49,0.49,4.25,3.41,2.89,1.88,0.63,8.00,0.05,0.05,4.02,4.91,3.24,2.61,0.56,8.00,0.14,0.14,4.07,3.38,NaN,NaN,NaN,NaN,NaN
69.00,-635.73,125684.14,95868869.00,-0.17,-0.17,47934434.41,157000000000000000000000.00,50.00,1776.03,125698.32,92901916.00,-0.38,-0.38,46450957.81,141000000000000000000000.00,73.00,1314.30,127361.19,97591155.00,-1.32,-1.32,48795576.84,168000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,114329.32,110791.05,116383.25,4.26,4.86,0.37,7.95,0.28,0.64,4.11,1.52,4.13,4.91,0.43,8.00,0.05,8.00,4.03,2.13,4.34,4.88,0.39,7.98,0.28,0.31,4.13,1.64,NaN,NaN,NaN,NaN,NaN
111.00,-1516.95,257982.42,466188977.00,0.22,0.22,233094488.60,5520000000000000000000000.00,99.00,1314.89,240281.98,405852583.00,0.06,0.06,202926291.50,3340000000000000000000000.00,114.00,1358.33,264777.43,483615792.00,0.54,0.54,241807896.30,6360000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,235497.79,205018.55,244301.04,3.73,3.40,0.39,7.88,0.04,2.59,3.96,1.22,3.24,2.62,0.55,7.93,0.04,0.82,3.98,2.67,3.87,3.57,0.35,7.90,0.02,1.90,3.96,0.97,NaN,NaN,NaN,NaN,NaN
95.00,-81.55,75188.93,33794182.00,0.31,0.31,16897091.16,11500000000000000000000.00,88.00,-462.49,74211.17,33285803.00,0.84,0.84,16642901.92,10900000000000000000000.00,94.00,181.20,75783.23,34181108.00,-0.12,-0.12,17090553.94,12000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,71017.50,69949.15,71830.61,4.69,4.64,0.43,7.98,0.66,0.66,4.32,1.74,4.62,4.50,0.51,7.99,0.63,0.63,4.31,2.12,4.74,4.65,0.42,8.00,0.64,0.64,4.32,1.57,NaN,NaN,NaN,NaN,NaN
176.00,1473.00,117707.91,89363670.00,0.55,0.55,44681835.28,109000000000000000000000.00,174.00,-134.29,111291.35,81559038.00,0.05,0.05,40779519.02,76400000000000000000000.00,178.00,-357.27,117483.85,89504619.00,-0.47,-0.47,44752309.27,110000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,108708.17,99214.07,108879.63,4.14,4.69,0.47,7.77,0.09,0.20,3.93,2.66,3.77,4.64,0.49,7.65,0.02,0.14,3.83,3.07,4.15,4.71,0.46,7.76,0.11,0.77,3.94,2.47,NaN,NaN,NaN,NaN,NaN
21.00,-2019.32,130553.04,98551862.00,-1.01,-1.01,49275930.50,141000000000000000000000.00,0.00,-2758.46,131218.81,94478726.00,0.47,0.47,47239363.24,125000000000000000000000.00,25.00,-1268.43,131349.91,100665375.00,1.19,1.19,50332688.10,151000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,109896.57,105354.56,112253.38,3.83,5.47,0.59,7.82,0.28,0.47,4.05,3.22,3.67,5.49,0.70,7.95,0.00,0.03,3.97,5.17,3.91,5.47,0.55,7.82,0.27,0.53,4.05,2.79,NaN,NaN,NaN,NaN,NaN
60.00,28.81,99023.81,74646262.00,-1.66,-1.66,37323130.17,47700000000000000000000.00,28.00,-59.01,96327.26,68211107.00,-0.72,-0.72,34105553.14,35100000000000000000000.00,69.00,579.23,99884.54,76005757.00,-2.37,-2.37,38002877.32,50900000000000000000000.00,NaN,NaN,NaN,NaN,NaN,89675.29,81944.50,91308.50,3.36,3.00,0.26,7.61,0.05,1.70,3.83,0.60,3.07,2.70,0.28,7.91,0.01,0.76,3.96,1.01,3.42,3.02,0.27,7.60,0.04,0.04,3.82,0.62,NaN,NaN,NaN,NaN,NaN
28.00,2053.93,122719.11,88233175.00,0.61,0.61,44116587.81,104000000000000000000000.00,19.00,1534.43,114394.61,75784449.00,-2.27,-2.27,37892223.37,61500000000000000000000.00,31.00,1095.70,124085.98,90748218.00,3.97,3.97,45374110.99,113000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,104957.71,90149.34,107949.48,3.90,4.29,0.58,8.00,0.18,8.00,4.09,6.00,3.35,3.25,0.71,8.00,0.01,8.00,4.00,9.73,4.02,4.38,0.55,8.00,0.20,8.00,4.10,5.17,NaN,NaN,NaN,NaN,NaN
80.00,-1510.37,151167.14,135372327.00,1.97,1.97,67686164.48,379000000000000000000000.00,25.00,-283.11,138447.33,110085436.00,0.67,0.67,55042718.34,196000000000000000000000.00,106.00,1130.55,158756.13,146009949.00,2.59,2.59,73004975.79,495000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,139176.88,113179.32,150113.47,4.49,5.02,0.43,7.94,0.13,2.15,4.03,1.20,3.65,4.71,0.56,8.00,0.01,0.62,4.00,3.34,4.84,5.19,0.40,8.00,0.19,0.19,4.09,0.95,NaN,NaN,NaN,NaN,NaN
131.00,-193.39,147516.78,138586385.00,-0.61,-0.61,69293192.19,443000000000000000000000.00,58.00,-361.82,120111.52,106027186.00,-1.52,-1.52,53013592.24,158000000000000000000000.00,148.00,-804.23,153921.40,145267195.00,0.03,0.03,72633597.52,536000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,143681.12,109924.98,150607.54,4.67,4.75,0.43,7.74,0.01,4.93,3.88,0.81,3.57,2.61,0.35,7.91,0.07,2.54,3.99,0.58,4.90,5.08,0.48,7.76,0.01,5.49,3.88,1.06,NaN,NaN,NaN,NaN,NaN
50.00,-889.22,115668.61,78676359.00,-1.51,-1.51,39338178.74,96100000000000000000000.00,52.00,621.02,115948.14,77385332.00,-0.51,-0.51,38692665.75,91600000000000000000000.00,53.00,843.34,118274.15,81325050.00,0.59,0.59,40662525.29,109000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,101005.68,99348.25,104406.10,4.06,3.58,0.44,7.98,0.20,0.76,4.09,2.72,3.99,3.42,0.59,7.98,0.13,0.43,4.05,5.58,4.20,3.72,0.41,7.99,0.20,0.20,4.10,2.25,NaN,NaN,NaN,NaN,NaN
61.00,449.37,57331.35,21763962.00,0.51,0.51,10881981.25,2320000000000000000000.00,34.00,-494.24,52050.39,17104359.00,-1.81,-1.81,8552178.59,1200000000000000000000.00,55.00,329.07,58197.41,22293719.00,-0.20,-0.20,11146859.40,2510000000000000000000.00,NaN,NaN,NaN,NaN,NaN,44531.95,34997.78,45615.90,2.85,1.79,0.84,8.00,0.17,8.00,4.09,8.66,2.23,0.97,1.06,8.00,0.07,8.00,4.04,14.24,2.92,1.91,0.81,8.00,0.12,8.00,4.06,8.22,NaN,NaN,NaN,NaN,NaN
66.00,228.41,113943.73,75323578.00,0.48,0.48,37661789.24,93700000000000000000000.00,59.00,-535.84,111241.48,73269040.00,-0.10,-0.10,36634519.95,84500000000000000000000.00,67.00,560.93,115430.12,76437263.00,0.71,0.71,38218631.86,99100000000000000000000.00,NaN,NaN,NaN,NaN,NaN,103192.67,100377.97,104718.41,4.44,4.49,0.46,8.00,0.19,8.00,4.09,2.46,4.32,4.11,0.47,8.00,0.19,8.00,4.09,2.54,4.50,4.55,0.46,8.00,0.19,8.00,4.09,2.52,NaN,NaN,NaN,NaN,NaN
67.00,-110.11,85428.79,49117214.00,0.49,0.49,24558607.25,26900000000000000000000.00,17.00,-315.62,78719.20,40153889.00,-0.09,-0.09,20076944.45,15400000000000000000000.00,79.00,-348.63,87609.87,51221607.00,0.71,0.71,25610803.85,30900000000000000000000.00,NaN,NaN,NaN,NaN,NaN,79285.49,64816.80,82682.42,4.01,4.27,0.35,6.90,0.27,0.27,3.59,0.62,3.28,3.80,0.57,7.24,0.16,0.63,3.70,3.17,4.18,4.24,0.29,6.90,0.19,2.22,3.55,0.38,NaN,NaN,NaN,NaN,NaN
84.00,483.88,274744.44,496919021.00,1.77,1.77,248459511.40,8520000000000000000000000.00,61.00,-2101.38,254262.57,443240677.00,-1.97,-1.97,221620337.50,5540000000000000000000000.00,93.00,-1745.22,278631.90,507103196.00,3.49,3.49,253551599.70,9160000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,257339.07,229540.71,262613.15,4.18,4.45,0.24,6.80,0.28,1.65,3.54,0.35,3.73,4.06,0.29,6.84,0.27,0.87,3.55,0.57,4.27,4.49,0.24,6.85,0.28,1.95,3.56,0.34,NaN,NaN,NaN,NaN,NaN
92.00,-887.11,59151.13,23082730.00,5.30,5.30,11541367.65,4010000000000000000000.00,44.00,1396.90,57411.43,20331254.00,-2.28,-2.28,10165625.86,2720000000000000000000.00,91.00,-1462.52,58976.72,22876012.00,-1.14,-1.14,11438005.43,3880000000000000000000.00,NaN,NaN,NaN,NaN,NaN,52313.55,46077.75,51845.06,3.72,4.38,0.33,8.00,0.03,8.00,4.02,1.02,3.27,4.19,0.56,8.00,0.01,8.00,4.01,2.74,3.69,4.34,0.32,8.00,0.03,8.00,4.01,1.00,NaN,NaN,NaN,NaN,NaN
142.00,-868.65,384365.44,887771224.00,0.83,0.83,443885612.40,44600000000000000000000000.00,123.00,-1894.39,353202.13,775330881.00,-0.29,-0.29,387665440.40,26500000000000000000000000.00,146.00,1726.30,391771.79,909236725.00,1.42,1.42,454618363.20,49000000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,355397.19,310384.49,363990.37,4.46,4.30,0.49,8.00,0.11,8.00,4.05,2.70,3.90,3.74,0.43,8.00,0.10,8.00,4.05,2.91,4.57,4.41,0.50,8.00,0.11,8.00,4.05,2.75,NaN,NaN,NaN,NaN,NaN
200.00,-1530.37,111780.18,77910174.00,0.09,0.09,38955087.05,118000000000000000000000.00,212.00,-1607.98,103549.02,70556565.00,0.97,0.97,35278282.99,81000000000000000000000.00,201.00,914.01,112535.06,78338058.00,-2.04,-2.04,39169027.98,121000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,108673.38,98416.16,109270.22,4.75,4.92,0.32,7.46,0.40,0.40,3.93,0.44,4.30,4.06,0.28,7.74,0.18,1.04,3.96,0.52,4.78,5.03,0.33,7.45,0.37,0.38,3.91,0.48,NaN,NaN,NaN,NaN,NaN
42.00,-308.80,50364.57,17272995.00,0.28,0.28,8636497.64,1570000000000000000000.00,28.00,-5.65,48433.08,15610315.00,0.47,0.47,7805157.74,1200000000000000000000.00,44.00,-393.53,50941.05,17463200.00,2.89,2.89,8731601.44,1640000000000000000000.00,NaN,NaN,NaN,NaN,NaN,42641.18,38536.59,43110.73,3.30,2.45,0.57,7.65,0.47,0.57,4.06,2.82,2.97,1.52,0.71,7.39,0.25,0.25,3.82,4.53,3.33,2.41,0.59,7.83,0.50,0.54,4.16,2.97,NaN,NaN,NaN,NaN,NaN
52.00,355.96,363019.11,899371563.00,0.09,0.09,449685781.50,33100000000000000000000000.00,48.00,290.85,364680.33,891073044.00,0.83,0.83,445536522.40,31700000000000000000000000.00,53.00,-263.46,373802.11,927759931.00,0.10,0.10,463879965.60,37400000000000000000000000.00,NaN,NaN,NaN,NaN,NaN,335392.18,332297.51,345978.72,3.92,4.39,0.48,8.00,0.29,8.00,4.15,3.04,3.88,4.27,0.44,8.00,0.29,8.00,4.15,2.87,4.04,4.53,0.47,8.00,0.27,8.00,4.14,3.02,NaN,NaN,NaN,NaN,NaN
12.00,-685.40,49777.97,18927758.00,-7.42,-7.42,9463875.29,1570000000000000000000.00,5.00,1701.84,44329.43,15645482.00,-0.66,-0.66,7822740.67,826000000000000000000.00,15.00,1027.96,51304.52,19847701.00,-10.37,-10.37,9923845.32,1860000000000000000000.00,NaN,NaN,NaN,NaN,NaN,38548.53,31863.80,40422.09,2.46,1.86,0.59,7.40,0.08,0.14,3.74,3.61,2.03,1.14,0.60,7.52,0.02,0.09,3.77,3.10,2.58,2.09,0.58,7.55,0.08,0.19,3.82,3.74,NaN,NaN,NaN,NaN,NaN
64.00,435.89,89274.14,58033511.00,4.21,4.21,29016757.60,25100000000000000000000.00,36.00,-1343.55,67412.51,35363108.00,1.22,1.22,17681554.61,4130000000000000000000.00,72.00,-1164.66,93663.67,61896424.00,0.11,0.11,30948212.05,32500000000000000000000.00,NaN,NaN,NaN,NaN,NaN,78827.04,48033.78,84074.04,3.35,3.15,0.38,7.77,0.04,0.15,3.91,1.60,2.03,1.21,0.68,7.77,0.03,0.05,3.90,5.70,3.57,3.40,0.34,7.78,0.04,0.08,3.91,1.27,NaN,NaN,NaN,NaN,NaN
148.00,-108.42,26805.15,5812020.00,-1.19,-1.19,2906009.40,105000000000000000000.00,144.00,-341.31,26532.54,5846622.00,-3.15,-3.15,2923309.43,106000000000000000000.00,150.00,505.09,27663.81,5980478.00,-0.88,-0.88,2990238.56,118000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25946.52,26100.99,26698.56,3.63,4.15,0.31,5.23,0.91,0.91,3.07,0.27,3.66,4.00,0.23,5.17,1.26,1.37,3.21,0.10,3.74,4.29,0.34,5.46,0.90,0.90,3.18,0.37,NaN,NaN,NaN,NaN,NaN
83.00,-140.04,31630.74,6609218.00,-6.13,-6.13,3304605.94,180000000000000000000.00,99.00,-868.00,32925.36,6807844.00,-11.02,-11.02,3403916.49,199000000000000000000.00,84.00,-974.17,31923.46,6677737.00,4.95,4.95,3338870.98,187000000000000000000.00,NaN,NaN,NaN,NaN,NaN,29505.44,30392.16,29811.33,4.13,4.84,0.39,7.70,0.39,0.39,4.04,1.13,4.26,4.63,0.33,7.51,0.28,0.28,3.89,1.13,4.18,4.86,0.38,7.71,0.42,0.42,4.06,1.10,NaN,NaN,NaN,NaN,NaN
164.00,-501.47,28804.95,5794430.00,-1.58,-1.58,2897214.21,106000000000000000000.00,187.00,392.58,32849.33,6608569.00,1.78,1.78,3304285.39,179000000000000000000.00,167.00,464.83,29379.28,5905786.00,-2.91,-2.91,2952891.55,114000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25867.99,29502.54,26365.12,3.62,5.02,0.60,5.18,0.39,5.04,2.79,2.74,4.13,5.72,0.69,5.90,0.40,0.45,3.15,4.61,3.69,5.13,0.62,5.28,0.38,0.38,2.83,2.99,NaN,NaN,NaN,NaN,NaN
170.00,435.85,33383.30,7174246.00,2.00,2.00,3587124.00,251000000000000000000.00,234.00,1225.36,44403.43,9459154.00,-6.04,-6.04,4729573.98,762000000000000000000.00,185.00,414.78,36028.01,7715473.00,0.50,0.50,3857736.75,337000000000000000000.00,NaN,NaN,NaN,NaN,NaN,32027.88,42228.37,34444.08,4.49,5.20,0.63,7.72,0.07,0.07,3.89,1.77,5.91,7.18,0.86,7.61,0.17,0.21,3.89,5.39,4.82,5.69,0.69,7.72,0.06,0.34,3.89,2.34,NaN,NaN,NaN,NaN,NaN
177.00,-482.59,38316.80,8191690.00,0.39,0.39,4095845.20,413000000000000000000.00,182.00,844.50,39021.15,8466530.00,-1.44,-1.44,4233264.28,464000000000000000000.00,180.00,-424.16,38470.00,8238004.00,12.61,12.61,4119008.31,421000000000000000000.00,NaN,NaN,NaN,NaN,NaN,36570.04,37797.01,36776.80,5.12,6.15,0.30,7.13,0.94,0.94,4.03,0.83,5.29,6.15,0.41,7.04,1.14,1.14,4.09,0.98,5.15,6.19,0.32,7.14,0.93,0.93,4.03,0.88,NaN,NaN,NaN,NaN,NaN
135.00,990.11,30484.98,6259626.00,-15.44,-15.44,3129805.28,144000000000000000000.00,158.00,-958.88,29893.80,5876514.00,-3.40,-3.40,2938255.30,118000000000000000000.00,139.00,1178.49,30658.96,6272993.00,0.26,0.26,3136496.63,145000000000000000000.00,NaN,NaN,NaN,NaN,NaN,27944.76,26234.44,28004.43,3.91,4.98,0.50,6.69,0.31,0.31,3.50,1.96,3.67,4.35,0.35,6.70,0.25,0.25,3.47,1.49,3.92,5.01,0.49,6.65,0.29,0.29,3.47,1.98,NaN,NaN,NaN,NaN,NaN
132.00,-148.42,29537.63,6386170.00,-10.20,-10.20,3193079.90,156000000000000000000.00,66.00,-1663.90,16197.96,3576372.00,18.54,18.54,1788195.27,15000000000000000000.00,149.00,140.30,32664.84,7030886.00,18.56,18.56,3515452.28,230000000000000000000.00,NaN,NaN,NaN,NaN,NaN,28509.69,15965.95,31387.88,3.99,4.49,0.39,5.93,0.31,0.31,3.12,0.91,2.24,2.35,0.15,4.12,0.18,0.18,2.15,0.03,4.40,5.04,0.45,6.31,0.34,0.34,3.32,1.53,NaN,NaN,NaN,NaN,NaN
104.00,-247.77,23193.13,4621682.00,9.53,9.53,2310845.76,42000000000000000000.00,83.00,215.74,18711.13,3701937.00,-6.22,-6.22,1850965.39,17400000000000000000.00,109.00,657.55,23731.84,4734685.00,2.18,2.18,2367343.59,46200000000000000000.00,NaN,NaN,NaN,NaN,NaN,20632.51,16526.50,21136.99,2.89,3.49,0.32,6.38,0.17,0.17,3.28,0.92,2.31,2.51,0.26,5.91,0.17,0.23,3.04,0.48,2.96,3.57,0.32,6.38,0.17,0.17,3.27,0.97,NaN,NaN,NaN,NaN,NaN
139.00,849.20,30590.68,6388802.00,8.08,8.08,3194405.04,167000000000000000000.00,91.00,818.79,28050.91,5832010.00,-3.47,-3.47,2916003.27,121000000000000000000.00,138.00,-683.16,30314.34,6325121.00,-3.44,-3.44,3162558.78,161000000000000000000.00,NaN,NaN,NaN,NaN,NaN,28521.44,26035.76,28237.15,3.99,3.90,0.32,7.50,0.38,0.38,3.94,0.94,3.65,3.66,0.27,7.19,0.42,0.42,3.80,0.61,3.95,3.90,0.32,7.46,0.37,0.37,3.91,0.94,NaN,NaN,NaN,NaN,NaN
142.00,1009.32,28191.79,5734660.00,-7.83,-7.83,2867326.08,111000000000000000000.00,138.00,-1617.83,26813.49,5375601.00,16.47,16.47,2687808.73,85800000000000000000.00,142.00,1790.04,28367.04,5769728.00,-8.24,-8.24,2884859.88,115000000000000000000.00,NaN,NaN,NaN,NaN,NaN,25601.16,23998.22,25757.71,3.59,3.28,0.28,7.78,0.03,0.03,3.90,0.88,3.36,2.93,0.31,7.93,0.03,0.03,3.98,1.12,3.61,3.34,0.30,7.83,0.03,0.03,3.93,0.96,NaN,NaN,NaN,NaN,NaN
162.00,785.39,28173.75,6012583.00,5.50,5.50,3006294.25,120000000000000000000.00,155.00,265.63,26648.46,5769164.00,1.28,1.28,2884582.64,102000000000000000000.00,153.00,-437.71,27611.33,5917172.00,3.42,3.42,2958587.71,112000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26841.89,25755.20,26415.95,3.76,3.42,0.24,7.62,0.32,0.32,3.97,0.36,3.61,3.52,0.34,7.59,0.46,0.46,4.02,0.66,3.70,3.44,0.25,7.58,0.33,0.33,3.96,0.36,NaN,NaN,NaN,NaN,NaN
176.00,784.21,29484.01,6122741.00,6.05,6.05,3061373.52,138000000000000000000.00,132.00,401.01,25316.05,5456626.00,-7.17,-7.17,2728309.42,83900000000000000000.00,173.00,940.72,29248.64,6068793.00,0.21,0.21,3034396.61,133000000000000000000.00,NaN,NaN,NaN,NaN,NaN,27333.67,24359.94,27092.83,3.83,4.79,0.44,7.04,0.68,0.68,3.86,1.64,3.41,3.58,0.27,6.08,1.33,1.33,3.71,0.31,3.79,4.72,0.44,6.95,0.58,0.58,3.76,1.65,NaN,NaN,NaN,NaN,NaN
116.00,-393.62,24698.75,5328648.00,-7.72,-7.72,2664320.14,77700000000000000000.00,52.00,677.54,14619.93,3040784.00,-12.58,-12.58,1520385.71,8260000000000000000.00,125.00,87.54,25929.62,5572337.00,-10.43,-10.43,2786163.28,93200000000000000000.00,NaN,NaN,NaN,NaN,NaN,23788.61,13574.93,24876.50,3.33,3.36,0.43,7.02,0.38,1.78,3.70,0.74,1.90,1.61,0.52,6.70,0.47,0.47,3.59,1.12,3.48,3.70,0.43,7.07,0.34,0.34,3.70,0.81,NaN,NaN,NaN,NaN,NaN
152.00,271.57,31674.41,6742330.00,-7.18,-7.18,3371161.41,187000000000000000000.00,138.00,591.90,31137.39,6743480.00,1.22,1.22,3371740.61,186000000000000000000.00,158.00,-17.59,32063.83,6816085.00,-4.77,-4.77,3408040.11,195000000000000000000.00,NaN,NaN,NaN,NaN,NaN,30099.69,30104.82,30428.95,4.22,4.74,0.36,6.84,0.80,0.80,3.82,0.95,4.22,4.60,0.31,6.73,0.83,0.83,3.78,0.56,4.26,4.83,0.37,6.83,0.80,1.31,3.82,1.03,NaN,NaN,NaN,NaN,NaN
132.00,483.95,32009.43,6741479.00,0.96,0.96,3370739.98,220000000000000000000.00,59.00,-506.14,26866.03,5337542.00,-5.84,-5.84,2668768.08,111000000000000000000.00,150.00,750.41,33385.64,7065692.00,-7.10,-7.10,3532842.45,258000000000000000000.00,NaN,NaN,NaN,NaN,NaN,30095.89,23828.31,31543.27,4.22,4.39,0.41,7.22,0.68,0.68,3.95,1.53,3.34,2.53,0.17,7.07,0.64,0.64,3.85,0.34,4.42,4.80,0.48,7.21,0.64,0.64,3.93,2.01,NaN,NaN,NaN,NaN,NaN
176.00,-1079.68,35785.19,7501382.00,4.54,4.54,3750693.27,326000000000000000000.00,171.00,436.60,34206.29,7191118.00,-1.00,-1.00,3595558.50,268000000000000000000.00,177.00,531.99,35917.52,7534208.00,-1.14,-1.14,3767103.43,331000000000000000000.00,NaN,NaN,NaN,NaN,NaN,33488.31,32103.21,33634.86,4.69,4.85,0.10,7.96,0.24,0.24,4.10,0.14,4.50,4.59,0.11,7.96,0.29,0.29,4.13,0.15,4.71,4.84,0.11,7.96,0.23,1.29,4.10,0.16,NaN,NaN,NaN,NaN,NaN
208.00,-539.88,36915.97,7543089.00,-5.66,-5.66,3771541.67,357000000000000000000.00,212.00,685.17,37517.96,7864612.00,-3.96,-3.96,3932304.02,397000000000000000000.00,208.00,608.94,36902.11,7546456.00,9.50,9.50,3773232.75,358000000000000000000.00,NaN,NaN,NaN,NaN,NaN,33674.50,35109.88,33689.54,4.72,6.10,0.45,7.10,0.64,0.64,3.87,2.33,4.92,6.08,0.31,7.27,0.78,0.78,4.03,1.08,4.72,6.09,0.42,7.13,0.66,0.66,3.90,2.11,NaN,NaN,NaN,NaN,NaN
239.00,58.92,29073.14,5844202.00,6.14,6.14,2922104.07,124000000000000000000.00,241.00,-1157.52,20986.28,3758679.00,-11.45,-11.45,1879333.78,34700000000000000000.00,239.00,42.65,28398.11,5691181.00,-7.55,-7.55,2845586.73,114000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26090.19,16779.82,25407.06,3.65,3.92,0.44,7.70,0.19,0.19,3.95,2.94,2.35,1.88,0.38,7.70,0.18,0.28,3.94,1.79,3.56,3.81,0.44,7.70,0.20,0.35,3.95,2.88,NaN,NaN,NaN,NaN,NaN
73.00,-1674.73,28295.24,5840879.00,16.19,16.19,2920447.60,127000000000000000000.00,61.00,1568.10,25967.71,5299496.00,-4.16,-4.16,2649745.92,87700000000000000000.00,72.00,-160.24,29251.24,6013183.00,-6.29,-6.29,3006588.36,144000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26075.35,23658.46,26844.57,3.65,4.06,0.28,7.04,0.65,0.65,3.85,0.94,3.31,3.23,0.29,7.56,0.58,0.58,4.07,1.09,3.76,4.14,0.32,7.37,0.65,0.65,4.01,1.40,NaN,NaN,NaN,NaN,NaN
243.00,-19.98,41488.46,8935133.00,-2.45,-2.45,4467565.27,618000000000000000000.00,241.00,264.63,41746.53,9019488.00,2.56,2.56,4509745.28,633000000000000000000.00,243.00,409.81,41545.77,8950213.00,-2.23,-2.23,4475105.39,622000000000000000000.00,NaN,NaN,NaN,NaN,NaN,39888.99,40265.57,39956.31,5.59,5.60,0.48,7.77,1.14,1.14,4.46,2.51,5.64,5.79,0.51,7.71,1.14,1.14,4.42,2.59,5.60,5.62,0.48,7.77,1.14,1.14,4.46,2.51,NaN,NaN,NaN,NaN,NaN
210.00,1457.48,33250.84,6991190.00,0.79,0.79,3495595.39,239000000000000000000.00,201.00,1496.70,31836.01,6640399.00,2.13,2.13,3320200.56,196000000000000000000.00,210.00,1408.46,33398.47,7027213.00,-2.44,-2.44,3513605.28,243000000000000000000.00,NaN,NaN,NaN,NaN,NaN,31210.67,29644.64,31371.49,4.37,4.76,0.34,7.17,0.31,0.31,3.74,1.27,4.15,4.42,0.26,7.28,0.34,0.34,3.81,0.75,4.39,4.78,0.35,7.19,0.31,0.35,3.75,1.32,NaN,NaN,NaN,NaN,NaN
117.00,820.35,28848.75,5843603.00,5.18,5.18,2921804.09,117000000000000000000.00,90.00,316.38,26445.32,5299553.00,-5.20,-5.20,2649773.90,84900000000000000000.00,129.00,-888.58,30114.60,6120714.00,-4.92,-4.92,3060354.54,139000000000000000000.00,NaN,NaN,NaN,NaN,NaN,26087.51,23658.72,27324.62,3.65,4.16,0.32,6.90,0.41,0.41,3.65,1.09,3.31,3.16,0.37,6.91,0.41,0.41,3.66,1.22,3.83,4.52,0.34,6.90,0.41,0.41,3.66,1.19,NaN,NaN,NaN,NaN,NaN
131.00,200.49,25405.42,5464375.00,-6.36,-6.36,2732184.32,83700000000000000000.00,131.00,-1134.16,23987.48,5191955.00,-10.69,-10.69,2595972.15,67600000000000000000.00,131.00,-2.68,25398.88,5461156.00,-2.75,-2.75,2730576.63,83600000000000000000.00,NaN,NaN,NaN,NaN,NaN,24394.53,23178.37,24380.16,3.42,3.90,0.27,5.52,0.69,0.89,3.10,0.27,3.25,3.66,0.23,5.18,0.69,0.69,2.94,0.16,3.41,3.91,0.27,5.55,0.69,0.89,3.12,0.27,NaN,NaN,NaN,NaN,NaN
191.00,1039.55,35209.75,7243197.00,1.51,1.51,3621599.25,269000000000000000000.00,241.00,1082.00,43390.64,8910627.00,0.87,0.87,4455313.94,610000000000000000000.00,199.00,-1097.59,36542.46,7496864.00,-2.58,-2.58,3748430.71,309000000000000000000.00,NaN,NaN,NaN,NaN,NaN,32335.70,39779.58,33468.14,4.53,6.04,0.66,6.24,0.13,6.05,3.18,3.73,5.57,7.55,0.77,7.62,0.38,7.56,4.00,7.94,4.69,6.31,0.69,6.45,0.12,0.13,3.28,4.49,NaN,NaN,NaN,NaN,NaN
