FFT Gray Avg,FFT Gray Median,FFT Gray SD,FFT Gray Max,FFT Gray Min,FFT Gray Mode,FFT Gray Midpoint,FFT Red Avg,FFT Red Median,FFT Red SD,FFT Red Max,FFT Red Min,FFT Red Mode,FFT Red Midpoint,FFT Green Avg,FFT Green Median,FFT Green SD,FFT Green Max,FFT Green Min,FFT Green Mode,FFT Green Midpoint,DCT Gray,DCT Red,DCT Green,Wavelet Gray Avg,Wavelet Gray Median,Wavelet Gray SD,Wavelet Gray Max,Wavelet Gray Min,Wavelet Gray Mode,Wavelet Gray Midpoint,Wavelet Red Avg,Wavelet Red Median,Wavelet Red SD,Wavelet Red Max,Wavelet Red Min,Wavelet Red Mode,Wavelet Red Midpoint,Wavelet Green Avg,Wavelet Green Median,Wavelet Green SD,Wavelet Green Max,Wavelet Green Min,Wavelet Green Mode,Wavelet Green Midpoint,Red,Green,Blue,Gray_Average,Gray_Median,Gray_SD,Gray_Max,Gray_Min,Gray_Skewness,Gray_Kurtusis,Gray_IQR,Area_Mean,Area_SD,BoundingBox_Mean,BoundingBox_SD,BoundingBox_Skewness,BoundingBox_Kurtusis,Eccentricity_Mean,Eccentricity_SD,FilledArea_Mean,FilledArea_SD,Area,Entropy,Above_Red,Above_Green,Above_Blue,Below_Red,Below_Green,Below_Blue,Target
119.0,405.28,27423.62,6058187.0,-0.77,-0.77,3029093.12,94.0,189.12,13781.27,2674680.0,-2.41,-2.41,1337338.79,121.0,20.55,31095.2,6820215.0,2.67,2.67,3410108.83,27045.48,11940.54,30447.39,3.79,3.82,0.3,6.67,1.0,1.0,3.84,1.67,1.61,0.18,4.61,0.1,0.1,2.36,4.26,4.24,0.36,7.48,1.03,1.03,4.26,116.61,135.93,53.32,0.07,0.0,0.06,1.0,0.0,1.07,6.38,0.0,10625.0,0.0,199.75,228.92,0.0,1.0,0.53,0.0,11069.0,0.0,160000.0,0.35,82065.0,77935.0,73609.0,86391.0,77824.0,82176.0,3.0
66.0,228.41,113943.73,75323578.0,0.48,0.48,37661789.24,59.0,-535.84,111241.48,73269040.0,-0.1,-0.1,36634519.95,67.0,560.93,115430.12,76437263.0,0.71,0.71,38218631.86,103192.67,100377.97,104718.41,4.44,4.49,0.46,8.0,0.19,8.0,4.09,4.32,4.11,0.47,8.0,0.19,8.0,4.09,4.5,4.55,0.46,8.0,0.19,8.0,4.09,138.62,143.46,137.52,0.01,0.0,0.07,1.0,0.0,0.47,2.74,0.0,2309.0,0.0,183.5,211.82,0.05,1.06,0.65,0.0,2627.0,0.0,160000.0,0.11,83379.0,76621.0,82952.0,77048.0,80707.0,79293.0,1.0
109.0,50.8,21492.06,4294465.0,-1.64,-1.64,2147231.68,49.0,516.09,10890.49,1798342.0,-2.8,-2.8,899169.6,123.0,289.12,19515.54,3549365.0,-4.05,-4.05,1774680.48,19171.72,8028.31,15845.38,2.69,2.81,0.25,6.16,0.09,0.09,3.12,1.12,0.83,0.42,5.2,0.03,0.03,2.61,2.22,1.99,0.38,6.47,0.08,0.08,3.27,133.71,70.75,35.86,0.05,0.0,0.04,1.0,0.0,2.3,13.36,0.0,7294.0,0.0,199.75,228.92,0.0,1.0,0.4,0.0,7419.0,0.0,160000.0,0.27,77980.0,82020.0,59412.0,100588.0,48035.0,111965.0,0.0
16.0,294.18,43401.52,13603531.0,4.53,4.53,6801767.77,5.0,1230.14,39064.98,11071055.0,1.59,1.59,5535528.29,20.0,29.28,43136.78,13885238.0,6.7,6.7,6942622.35,31986.8,26032.04,32649.19,2.35,1.0,0.82,7.79,0.16,0.17,3.97,1.91,0.5,0.9,7.8,0.07,0.09,3.93,2.4,1.18,0.78,7.79,0.19,0.2,3.99,77.45,76.77,61.21,0.02,0.0,0.07,1.0,0.0,0.38,2.23,0.0,2415.0,0.0,195.5,191.5,0.01,1.02,0.89,0.0,2615.0,0.0,160000.0,0.11,63471.0,96529.0,63126.0,96874.0,62020.0,97980.0,1.0
197.0,-731.48,32609.8,7079296.0,-0.7,-0.7,3539647.65,149.0,-221.71,16114.86,2865743.0,3.58,3.58,1432873.29,178.0,-665.57,34169.48,7477201.0,2.74,2.74,3738601.87,31604.0,12793.5,33380.36,4.43,4.43,0.3,7.32,0.66,0.66,3.99,1.79,1.34,0.29,6.43,0.01,0.01,3.22,4.68,4.65,0.24,7.61,0.89,0.89,4.25,157.55,149.02,57.13,0.04,0.0,0.08,1.0,0.0,2.04,20.99,0.0,6136.0,0.0,199.75,192.55,0.0,1.02,0.88,0.0,6269.0,0.0,160000.0,0.23,96951.0,63049.0,84739.0,75261.0,75421.0,84579.0,3.0
83.0,-175.7,24166.59,5167452.0,2.08,2.08,2583727.04,81.0,517.06,15138.3,2442579.0,-8.49,-8.49,1221285.26,80.0,-146.59,28412.12,5962842.0,-3.46,-3.46,2981419.27,23068.98,10904.37,26619.83,3.23,3.04,0.18,6.04,0.51,0.51,3.27,1.53,1.19,0.62,7.51,0.04,0.07,3.78,3.73,3.65,0.27,7.25,0.51,0.6,3.88,92.61,118.84,48.69,0.04,0.0,0.07,1.0,0.0,2.2,14.42,0.0,6486.0,0.0,199.75,228.92,0.0,1.0,0.34,0.0,6860.0,0.0,160000.0,0.24,70052.0,89948.0,85265.0,74735.0,60018.0,99982.0,3.0
78.0,-634.89,28584.54,6150206.0,3.87,3.87,3075104.94,78.0,640.77,24661.28,5187020.0,4.14,4.14,2593512.07,76.0,633.58,29382.07,6266238.0,-1.72,-1.72,3133118.14,27456.28,23156.34,27974.28,3.85,3.59,0.24,7.6,1.28,1.28,4.44,3.24,3.11,0.24,7.33,0.83,0.83,4.08,3.92,3.74,0.25,7.8,1.1,1.1,4.45,125.34,124.89,103.38,0.12,0.0,0.06,1.0,0.0,0.87,4.86,0.0,18887.0,0.0,199.75,228.92,0.0,1.0,0.48,0.0,20363.0,0.0,160000.0,0.52,73011.0,86989.0,75631.0,84369.0,68678.0,91322.0,3.0
58.0,-327.97,17385.64,3690715.0,9.21,9.21,1845362.1,5.0,473.06,11750.48,1578782.0,3.75,3.75,789392.87,76.0,-245.28,21637.32,4586892.0,5.36,5.36,2293448.68,16476.41,7048.13,20477.2,2.31,2.11,0.26,5.13,0.34,0.34,2.74,0.99,0.57,0.6,7.27,0.0,0.0,3.64,2.87,2.7,0.33,6.05,0.41,0.41,3.23,54.56,91.42,31.48,0.04,0.0,0.05,1.0,0.0,2.12,23.03,0.0,6101.0,0.0,199.75,222.63,0.0,1.0,0.81,0.0,6181.0,0.0,160000.0,0.23,58257.0,101743.0,62973.0,97027.0,45738.0,114262.0,3.0
97.0,805.83,133655.01,121964268.0,-1.21,-1.21,60982133.39,74.0,-37.89,129692.26,112775073.0,-1.71,-1.71,56387535.65,106.0,-1913.83,135567.94,125166420.0,1.26,1.26,62583210.63,116472.11,107696.72,119530.07,3.47,3.54,0.29,7.44,0.27,0.55,3.86,3.21,3.38,0.36,7.85,0.07,0.93,3.96,3.57,3.6,0.26,7.38,0.26,0.54,3.82,108.69,114.15,102.85,0.02,0.0,0.05,1.0,0.0,0.9,4.04,0.0,3810.0,0.0,199.75,226.62,0.0,1.0,0.73,0.0,3943.0,0.0,160000.0,0.16,74883.0,85117.0,75220.0,84780.0,72943.0,87057.0,1.0
97.0,-1537.3,100455.87,64109624.0,0.67,0.67,32054812.33,51.0,-68.99,86035.95,49366678.0,0.53,0.53,24683339.26,108.0,113.67,103986.65,67177567.0,0.38,0.38,33588783.69,94071.98,72438.75,98573.76,4.32,3.47,0.39,7.63,0.75,3.27,4.19,3.32,2.17,0.45,7.75,0.19,0.31,3.97,4.53,3.77,0.37,7.64,0.82,0.82,4.23,137.11,144.64,106.3,0.03,0.0,0.05,1.0,0.0,2.1,11.72,0.0,5011.0,0.0,198.5,226.9,0.0,1.0,0.81,0.0,5132.0,0.0,160000.0,0.2,62731.0,97269.0,60376.0,99624.0,64360.0,95640.0,1.0
87.0,-8784.51,276739.59,594352773.0,2.57,2.57,297176387.8,87.0,2018.38,269431.65,575889268.0,-0.79,-0.79,287944633.6,87.0,3106.82,274731.39,589233746.0,-2.6,-2.6,294616871.7,254234.05,246336.3,252044.39,3.41,3.36,0.41,7.9,0.2,2.47,4.05,3.3,3.32,0.41,7.9,0.1,3.37,4.0,3.38,3.34,0.42,7.88,0.17,3.59,4.02,111.91,107.81,105.37,0.09,0.0,0.11,1.0,0.0,0.72,5.6,0.0,14343.0,0.0,199.75,228.92,0.0,1.0,0.69,0.0,15907.0,0.0,160000.0,0.44,66273.0,93727.0,71081.0,88919.0,74741.0,85259.0,1.0
67.0,874.01,123683.94,88889888.0,-6.94,-6.94,44444940.53,40.0,-1991.15,118054.66,80959288.0,-0.05,-0.05,40479643.98,76.0,1491.36,124919.81,90555042.0,-1.44,-1.44,45277520.28,114216.81,104026.59,116356.41,4.6,4.64,0.29,7.42,0.02,2.13,3.72,4.19,3.84,0.36,7.43,0.02,1.34,3.73,4.69,4.61,0.3,7.43,0.02,2.69,3.73,146.45,149.51,133.67,0.02,0.0,0.07,1.0,0.0,0.83,2.51,0.0,3492.0,0.0,199.75,219.11,0.0,1.0,0.88,0.0,3782.0,0.0,160000.0,0.15,86180.0,73820.0,75385.0,84615.0,75812.0,84188.0,1.0
6.0,1610.14,74435.96,40921271.0,1.54,1.54,20460636.27,0.0,1512.5,71531.46,36250286.0,-4.2,-4.2,18125140.9,10.0,-1681.67,74934.16,41803594.0,-1.29,-1.29,20901796.36,60335.98,53448.89,61636.91,2.78,2.47,0.46,7.31,0.06,0.06,3.68,2.46,1.99,0.56,7.51,0.0,0.0,3.76,2.84,2.52,0.44,7.3,0.08,0.13,3.69,89.08,90.88,78.81,0.04,0.0,0.04,1.0,0.0,0.56,4.65,0.0,7031.0,0.0,199.75,228.92,0.0,1.0,0.51,0.0,7167.0,0.0,160000.0,0.26,76694.0,83306.0,73432.0,86568.0,72266.0,87734.0,1.0
178.0,-981.64,28057.89,6026341.0,3.66,3.66,3013172.33,65.0,693.38,14903.01,2603330.0,-0.14,-0.14,1301664.93,196.0,-326.07,31870.84,6890383.0,-7.39,-7.39,3445187.81,26903.31,11622.01,30760.64,3.77,3.58,0.24,7.85,0.76,0.76,4.31,1.63,1.34,0.46,7.86,0.05,0.07,3.95,4.31,4.3,0.22,7.85,0.83,0.83,4.34,112.34,137.33,51.9,0.05,0.0,0.04,1.0,0.0,2.94,43.87,0.0,8560.0,0.0,199.75,228.92,0.0,1.0,0.76,0.0,9100.0,0.0,160000.0,0.3,60545.0,99455.0,78698.0,81302.0,67869.0,92131.0,3.0
176.0,1473.0,117707.91,89363670.0,0.55,0.55,44681835.28,174.0,-134.29,111291.35,81559038.0,0.05,0.05,40779519.02,178.0,-357.27,117483.85,89504619.0,-0.47,-0.47,44752309.27,108708.17,99214.07,108879.63,4.14,4.69,0.47,7.77,0.09,0.2,3.93,3.77,4.64,0.49,7.65,0.02,0.14,3.83,4.15,4.71,0.46,7.76,0.11,0.77,3.94,136.23,132.45,120.69,0.02,0.0,0.07,1.0,0.0,1.2,4.49,0.0,3591.0,0.0,192.0,220.33,0.01,1.01,0.77,0.0,4593.0,0.0,160000.0,0.15,96575.0,63425.0,97647.0,62353.0,100456.0,59544.0,1.0
226.0,142.4,29497.07,6229937.0,-1.42,-1.42,3114967.79,175.0,498.79,17197.14,2804399.0,-1.9,-1.9,1402198.55,233.0,-225.37,29336.66,6094501.0,-5.36,-5.36,3047247.82,27812.22,12519.64,27207.59,3.9,3.82,0.22,7.39,0.58,0.58,3.98,1.75,1.18,0.34,6.29,0.02,0.02,3.16,3.81,3.43,0.33,7.5,0.62,0.62,4.06,155.49,121.46,55.93,0.06,0.0,0.03,1.0,0.0,0.45,4.29,0.0,9147.0,0.0,199.75,228.92,0.0,1.0,0.56,0.0,9364.0,0.0,160000.0,0.32,81303.0,78697.0,71842.0,88158.0,57637.0,102363.0,0.0
34.0,611.21,61907.07,24156018.0,-0.5,-0.5,12078008.75,45.0,1138.12,58330.34,22593509.0,-5.18,-5.18,11296751.91,33.0,-452.63,60473.7,23468620.0,-5.93,-5.93,11734307.03,58151.08,54389.63,56496.3,4.38,4.36,0.35,8.0,0.14,0.14,4.07,4.09,4.0,0.48,8.0,0.06,0.06,4.03,4.25,4.18,0.41,8.0,0.07,0.07,4.03,151.24,136.0,130.93,0.05,0.0,0.1,1.0,0.0,1.07,3.8,0.0,8323.0,0.0,199.75,228.92,0.0,1.0,0.73,0.0,8592.0,0.0,160000.0,0.29,86928.0,73072.0,80172.0,79828.0,79822.0,80178.0,1.0
66.0,-0.04,27525.2,5912503.0,-1.72,-1.72,2956250.64,45.0,566.55,22149.32,4397611.0,4.22,4.22,2198807.61,74.0,631.85,28314.63,5988905.0,2.57,2.57,2994453.78,26395.1,19632.19,26736.18,3.7,3.87,0.33,6.91,1.0,1.01,3.95,2.75,2.57,0.35,7.38,0.05,0.05,3.72,3.74,3.97,0.4,6.76,0.91,1.03,3.83,126.35,119.36,87.65,0.07,0.0,0.03,1.0,0.0,0.59,6.18,0.0,11892.0,0.0,199.75,228.92,0.0,1.0,0.38,0.0,12113.0,0.0,160000.0,0.38,79393.0,80607.0,91441.0,68559.0,78481.0,81519.0,0.0
123.0,63.0,30817.88,6745320.0,5.27,5.27,3372662.64,70.0,548.78,17447.13,3633213.0,2.82,2.82,1816607.91,133.0,-71.71,33651.3,7391331.0,7.0,7.0,3695669.0,30113.04,16219.7,32997.01,4.22,4.14,0.22,7.54,1.65,1.65,4.6,2.27,2.31,0.16,6.63,0.61,0.61,3.62,4.62,4.59,0.27,7.63,1.68,1.68,4.66,132.81,147.31,72.41,0.04,0.0,0.05,1.0,0.0,1.39,9.46,0.0,6344.0,0.0,199.75,202.61,0.0,1.08,0.65,0.0,6547.0,0.0,160000.0,0.24,74236.0,85764.0,76572.0,83428.0,80861.0,79139.0,3.0
62.0,69.6,18729.67,3955775.0,0.6,0.6,1977887.8,67.0,387.87,15145.56,3063619.0,-10.34,-10.34,1531804.33,67.0,644.07,18391.75,3899459.0,-1.71,-1.71,1949728.65,17659.71,13676.87,17408.3,2.47,2.49,0.25,5.0,0.6,0.63,2.8,1.92,2.04,0.17,5.57,0.07,0.07,2.82,2.44,2.5,0.19,4.91,0.58,0.58,2.75,87.86,77.72,61.06,0.06,0.0,0.07,1.0,0.0,-0.08,3.23,0.0,10187.0,0.0,199.75,228.92,0.0,1.0,0.35,0.0,10491.0,0.0,160000.0,0.34,66054.0,93946.0,81151.0,78849.0,81081.0,78919.0,0.0
117.0,820.35,28848.75,5843603.0,5.18,5.18,2921804.09,90.0,316.38,26445.32,5299553.0,-5.2,-5.2,2649773.9,129.0,-888.58,30114.6,6120714.0,-4.92,-4.92,3060354.54,26087.51,23658.72,27324.62,3.65,4.16,0.32,6.9,0.41,0.41,3.65,3.31,3.16,0.37,6.91,0.41,0.41,3.66,3.83,4.52,0.34,6.9,0.41,0.41,3.66,109.71,121.99,105.62,0.05,0.0,0.06,1.0,0.0,2.19,12.54,0.0,7999.0,0.0,199.75,198.75,0.0,1.11,0.63,0.0,8106.0,0.0,160000.0,0.29,79656.0,80344.0,91532.0,68468.0,64845.0,95155.0,2.0
176.0,784.21,29484.01,6122741.0,6.05,6.05,3061373.52,132.0,401.01,25316.05,5456626.0,-7.17,-7.17,2728309.42,173.0,940.72,29248.64,6068793.0,0.21,0.21,3034396.61,27333.67,24359.94,27092.83,3.83,4.79,0.44,7.04,0.68,0.68,3.86,3.41,3.58,0.27,6.08,1.33,1.33,3.71,3.79,4.72,0.44,6.95,0.58,0.58,3.76,129.23,120.95,108.75,0.07,0.0,0.07,1.0,0.0,0.86,18.88,0.0,11443.0,0.0,199.75,228.92,0.0,1.0,0.69,0.0,12224.0,0.0,160000.0,0.37,84551.0,75449.0,88345.0,71655.0,80754.0,79246.0,2.0
128.0,526.13,25094.66,5314221.0,12.03,12.03,2657116.52,78.0,-696.04,18942.3,3702476.0,-3.64,-3.64,1851236.18,148.0,-479.77,24242.34,5098630.0,7.18,7.18,2549318.59,23724.2,16528.91,22761.74,3.32,3.42,0.29,8.0,0.13,0.13,4.06,2.31,2.19,0.31,7.96,0.17,0.17,4.07,3.19,3.08,0.27,8.0,0.12,0.12,4.06,126.57,101.61,73.79,0.05,0.0,0.04,1.0,0.0,0.53,4.56,0.0,7644.0,0.0,199.75,228.92,0.0,1.0,0.59,0.0,8922.0,0.0,160000.0,0.28,88078.0,71922.0,74970.0,85030.0,67586.0,92414.0,0.0
188.0,773.62,27753.85,5970387.0,-2.29,-2.29,2985192.36,154.0,-814.25,23691.55,4523266.0,-4.9,-4.9,2261630.55,192.0,-634.66,29957.2,6394006.0,-9.64,-9.64,3196998.18,26653.51,20193.15,28544.67,3.73,4.1,0.29,6.18,0.61,0.61,3.4,2.83,2.2,0.38,6.89,0.16,0.33,3.52,4.0,4.34,0.4,6.98,0.45,0.45,3.71,113.43,127.44,90.16,0.06,0.0,0.05,1.0,0.0,2.15,23.49,0.0,10226.0,0.0,199.75,228.92,0.0,1.0,0.4,0.0,10480.0,0.0,160000.0,0.34,89145.0,70855.0,98166.0,61834.0,66833.0,93167.0,3.0
85.0,543.1,25650.57,5380909.0,-7.13,-7.13,2690450.93,67.0,-971.56,16065.67,3171616.0,-10.88,-10.88,1585802.56,83.0,-168.03,26977.58,5632925.0,-0.52,-0.52,2816462.24,24021.92,14159.0,25146.99,3.36,3.02,0.36,7.29,0.7,0.7,4.0,1.98,1.66,0.36,7.07,0.47,0.47,3.77,3.52,3.33,0.38,7.51,0.71,1.42,4.11,114.18,112.26,63.21,0.07,0.0,0.06,1.0,0.0,1.05,26.53,0.0,11236.0,0.0,199.75,228.92,0.0,1.0,0.37,0.0,11652.0,0.0,160000.0,0.37,65044.0,94956.0,69595.0,90405.0,56967.0,103033.0,3.0
64.0,-447.57,64786.28,24771013.0,-0.35,-0.35,12385506.32,30.0,-722.33,59735.03,20055894.0,3.55,3.55,10027948.77,71.0,400.2,65957.89,25552872.0,5.05,5.05,12776438.53,53567.24,43370.81,55258.01,3.63,3.21,0.6,8.0,0.0,0.03,4.0,2.94,1.77,0.71,8.0,0.0,0.03,4.0,3.74,3.49,0.61,8.0,0.0,0.03,4.0,117.1,119.49,93.79,0.02,0.0,0.04,1.0,0.0,0.43,4.93,0.0,3817.0,0.0,199.0,224.04,0.0,1.0,0.77,0.0,3867.0,0.0,160000.0,0.16,63151.0,96849.0,68957.0,91043.0,58349.0,101651.0,1.0
50.0,-889.22,115668.61,78676359.0,-1.51,-1.51,39338178.74,52.0,621.02,115948.14,77385332.0,-0.51,-0.51,38692665.75,53.0,843.34,118274.15,81325050.0,0.59,0.59,40662525.29,101005.68,99348.25,104406.1,4.06,3.58,0.44,7.98,0.2,0.76,4.09,3.99,3.42,0.59,7.98,0.13,0.43,4.05,4.2,3.72,0.41,7.99,0.2,0.2,4.1,121.97,134.03,127.54,0.02,0.0,0.06,1.0,0.0,1.06,5.81,0.0,3508.0,0.0,199.75,228.92,0.0,1.0,0.81,0.0,3703.0,0.0,160000.0,0.15,84183.0,75817.0,84811.0,75189.0,83002.0,76998.0,1.0
12.0,2729.55,258540.52,441480176.0,-0.21,-0.21,220740087.9,3.0,1065.24,255170.29,392071726.0,2.07,2.07,196035864.0,11.0,2750.08,264147.65,459790789.0,1.5,1.5,229895395.3,202888.51,180182.15,211303.41,2.92,1.98,0.49,8.0,0.0,0.0,4.0,2.59,1.33,0.6,8.0,0.0,0.0,4.0,3.04,2.23,0.47,8.0,0.0,0.0,4.0,89.6,97.11,82.81,0.09,0.0,0.05,1.0,0.0,0.58,5.64,0.0,14856.0,0.0,199.75,228.92,0.0,1.0,0.47,0.0,19266.0,0.0,160000.0,0.45,63351.0,96649.0,64533.0,95467.0,62347.0,97653.0,1.0
129.0,-349.07,22606.96,4399923.0,-3.56,-3.56,2199959.72,115.0,-281.63,13208.25,2187433.0,2.93,2.93,1093717.96,130.0,-241.73,23693.14,4208839.0,-1.95,-1.95,2104418.52,19642.51,9765.33,18789.46,2.75,2.39,0.45,6.94,0.0,0.0,3.47,1.37,0.49,0.22,5.6,0.0,0.0,2.8,2.63,2.12,0.55,7.24,0.0,0.0,3.62,112.03,83.89,43.62,0.03,0.0,0.04,1.0,0.0,1.22,6.0,0.0,4148.0,0.0,199.75,228.92,0.0,1.0,0.73,0.0,4197.0,0.0,160000.0,0.17,77794.0,82206.0,84978.0,75022.0,72966.0,87034.0,0.0
157.0,-465.96,30781.88,6736476.0,0.39,0.39,3368238.2,132.0,-371.68,23850.18,4815411.0,-0.09,-0.09,2407705.46,175.0,159.71,34311.41,7572069.0,-0.15,-0.15,3786034.43,30073.55,21497.37,33803.88,4.21,4.07,0.21,7.33,1.43,1.43,4.38,3.01,2.6,0.49,7.9,0.09,0.09,3.99,4.73,4.78,0.24,7.74,1.7,1.7,4.72,116.18,150.91,95.97,0.04,0.0,0.05,1.0,0.0,2.05,47.97,0.0,6074.0,0.0,199.75,228.34,0.0,1.0,0.57,0.0,6385.0,0.0,160000.0,0.23,90521.0,69479.0,83259.0,76741.0,73303.0,86697.0,3.0
194.0,-145.74,33370.77,7095342.0,-2.87,-2.87,3547669.56,125.0,-968.23,22064.11,4786483.0,1.42,1.42,2393242.21,207.0,-167.82,36026.93,7610332.0,-16.0,-16.0,3805158.0,31675.63,21368.23,33974.7,4.44,5.32,0.46,6.91,0.35,0.38,3.63,2.99,3.23,0.23,5.17,0.37,0.86,2.77,4.76,5.85,0.5,7.25,0.35,0.35,3.8,138.84,151.68,95.4,0.1,0.0,0.04,1.0,0.0,0.83,6.88,0.0,15980.0,0.0,199.75,228.92,0.0,1.0,0.62,0.0,17510.0,0.0,160000.0,0.47,98220.0,61780.0,98887.0,61113.0,88768.0,71232.0,2.0
186.0,-551.61,30539.4,6202462.0,-4.39,-4.39,3101228.8,186.0,84.61,30910.03,6335104.0,-3.78,-3.78,3167550.11,185.0,1052.97,29737.13,5950841.0,-2.24,-2.24,2975419.38,27689.56,28281.71,26566.25,3.88,3.56,0.45,7.2,0.28,0.42,3.74,3.96,4.4,0.41,7.57,0.28,0.28,3.93,3.72,3.39,0.39,7.2,0.25,0.25,3.73,132.52,118.6,126.26,0.05,0.0,0.05,1.0,0.0,2.12,16.48,0.0,7452.0,0.0,199.75,228.92,0.0,1.0,0.59,0.0,9504.0,0.0,160000.0,0.27,88832.0,71168.0,80341.0,79659.0,87722.0,72278.0,2.0
166.0,537.04,28218.66,5974687.0,3.96,3.96,2987345.48,235.0,207.86,25260.47,4678803.0,-4.47,-4.47,2339399.26,166.0,-630.7,29324.21,6234233.0,0.68,0.68,3117116.84,26672.71,20887.51,27831.4,3.74,3.7,0.27,7.08,0.88,5.21,3.98,2.93,2.21,0.47,7.41,0.14,7.37,3.77,3.9,3.87,0.26,7.13,0.82,5.21,3.98,118.73,124.25,93.25,0.05,0.0,0.05,1.0,0.0,1.55,13.01,0.0,8704.0,0.0,199.75,200.19,0.0,1.09,0.67,0.0,9648.0,0.0,160000.0,0.3,82904.0,77096.0,82807.0,77193.0,61554.0,98446.0,3.0
6.0,-1651.34,132465.59,97873072.0,-0.11,-0.11,48936535.95,4.0,1498.65,118304.11,75208044.0,4.89,4.89,37604024.45,7.0,-1588.19,134999.21,101526028.0,-0.51,-0.51,50763013.75,105164.99,80811.33,109090.1,3.55,4.46,0.69,7.75,0.04,0.27,3.89,2.73,1.94,0.81,7.83,0.02,0.1,3.93,3.68,4.6,0.66,7.75,0.04,0.15,3.89,114.73,117.22,86.84,0.03,0.0,0.06,1.0,0.0,1.44,8.96,0.0,4417.0,0.0,199.75,213.46,0.0,1.0,0.62,0.0,4637.0,0.0,160000.0,0.18,88025.0,71975.0,84927.0,75073.0,69138.0,90862.0,1.0
176.0,-597.9,27898.75,5847660.0,-3.92,-3.92,2923828.04,157.0,-804.04,27344.1,5905615.0,-3.42,-3.42,2952805.79,176.0,954.75,28222.77,5923015.0,-0.97,-0.97,2961507.02,26105.63,26364.35,26442.03,3.66,3.78,0.21,8.0,0.13,0.13,4.07,3.69,3.87,0.25,8.0,0.26,0.26,4.13,3.7,3.87,0.22,8.0,0.12,0.12,4.06,113.17,118.05,117.7,0.06,0.0,0.05,1.0,0.0,0.93,9.34,0.0,9000.0,0.0,199.75,228.92,0.0,1.0,0.67,0.0,9251.0,0.0,160000.0,0.31,82813.0,77187.0,84312.0,75688.0,85244.0,74756.0,2.0
93.0,782.02,27766.45,6081923.0,1.72,1.72,3040962.36,40.0,-759.96,13220.43,2545881.0,1.07,1.07,1272941.03,97.0,513.83,30433.37,6640224.0,4.52,4.52,3320114.26,27151.44,11365.54,29643.86,3.8,3.69,0.33,6.95,1.44,1.77,4.2,1.59,1.19,0.52,6.18,0.28,0.28,3.23,4.15,4.03,0.34,7.34,1.05,1.14,4.19,126.1,132.34,50.74,0.06,0.0,0.08,1.0,0.0,4.84,142.97,0.0,9669.0,0.0,199.75,183.42,0.0,1.0,0.79,0.0,10296.0,0.0,160000.0,0.33,67563.0,92437.0,59711.0,100289.0,48663.0,111337.0,3.0
30.0,4.83,17136.45,3402489.0,0.54,0.54,1701244.77,12.0,191.19,12738.22,2209466.0,-1.37,-1.37,1104732.32,36.0,-466.24,16379.78,3202301.0,-10.25,-10.25,1601145.38,15189.68,9863.69,14295.99,2.13,1.9,0.38,7.13,0.09,0.09,3.61,1.38,1.03,0.58,7.88,0.04,0.04,3.96,2.0,1.69,0.4,7.0,0.09,0.1,3.55,84.73,63.83,44.05,0.09,0.0,0.05,1.0,0.0,0.81,6.66,0.0,14172.0,0.0,199.75,228.92,0.0,1.0,0.62,0.0,15037.0,0.0,160000.0,0.43,57900.0,102100.0,60631.0,99369.0,54468.0,105532.0,0.0
17.0,1774.04,213053.82,307963718.0,0.75,0.75,153981859.4,12.0,1067.81,210907.67,293094930.0,0.97,0.97,146547465.5,12.0,-830.51,215111.66,308600910.0,-1.14,-1.14,154300454.4,177837.47,169251.3,178205.42,3.22,2.85,0.52,7.87,0.1,0.63,3.99,3.06,2.31,0.59,8.0,0.16,0.47,4.08,3.22,2.92,0.52,7.97,0.09,0.5,4.03,104.16,102.91,97.73,0.02,0.0,0.06,1.0,0.0,1.8,13.38,0.0,3394.0,0.0,190.5,215.76,0.01,1.01,0.84,0.0,3468.0,0.0,160000.0,0.15,69149.0,90851.0,69950.0,90050.0,67897.0,92103.0,1.0
101.0,-102.81,26997.61,5857562.0,2.71,2.71,2928782.36,55.0,192.74,15228.15,2824921.0,0.83,0.83,1412460.92,118.0,-316.96,29536.09,6384955.0,0.4,0.4,3192477.7,26149.83,12611.25,28504.26,3.66,3.37,0.25,6.46,1.11,1.89,3.79,1.77,1.42,0.39,7.88,0.08,0.08,3.98,3.99,3.7,0.28,6.8,1.24,1.24,4.02,119.18,127.25,56.31,0.03,0.0,0.08,1.0,0.0,1.49,11.83,0.0,4740.0,0.0,199.75,228.92,0.0,1.0,0.65,0.0,4825.0,0.0,160000.0,0.19,68497.0,91503.0,71030.0,88970.0,67520.0,92480.0,3.0
28.0,1328.5,78131.34,35051740.0,-4.44,-4.44,17525867.78,21.0,427.91,77695.65,33689902.0,-7.31,-7.31,16844947.35,34.0,-8.04,78694.44,35764493.0,3.82,3.82,17882248.41,67210.37,64599.1,68577.05,4.02,4.2,0.57,8.0,0.15,0.25,4.07,3.85,4.28,0.7,8.0,0.26,0.62,4.13,4.1,4.25,0.53,8.0,0.13,0.41,4.06,125.61,131.49,123.85,0.05,0.0,0.09,1.0,0.0,1.18,8.44,0.0,8237.0,0.0,199.75,228.92,0.0,1.0,0.69,0.0,8931.0,0.0,160000.0,0.29,71821.0,88179.0,71898.0,88102.0,71460.0,88540.0,1.0
